benchmark_id,group,group_name,language,expected_record_id,expected_category,canonical_question,test_query,query_type,expected_routing_behavior,human_twi_review_required,detected_language,initial_top_record_id,initial_top_question,initial_top_category,initial_raw_tfidf_score,initial_semantic_similarity,initial_semantic_retrieval_score,initial_routing_state,initial_match_level,gemini_eligible,gemini_attempted,gemini_accepted,final_record_id,final_question,final_category,final_routing_state,response_type,knowledge_gap,off_topic,response_language,response_language_ok,initial_retrieval_elapsed_ms,final_pipeline_elapsed_ms,expected_record_raw_tfidf_score,exact_expected_record_match,routing_expectation_pass,generated_agricultural_answer
C4-B-023,B,Direct Twi,tw,534,Oil Palm & Coconut,Adɛn nti na plant spacing ho hia wɔ oil palm afuo mu?,Adɛn nti na plant spacing ho hia wɔ oil palm afuo mu?,canonical_direct,A,False,Twi,534,Adɛn nti na plant spacing ho hia wɔ oil palm afuo mu?,Oil Palm & Coconut,1.0,1.0,1.0,A,normalized_exact,False,False,False,534,Adɛn nti na plant spacing ho hia wɔ oil palm afuo mu?,Oil Palm & Coconut,A,answer,False,False,tw,True,16.905,16.588,1.0,True,True,False
C4-B-024,B,Direct Twi,tw,394,Okra Farming,Mɛyɛ dɛn ahyɛ okra afuo ase?,Mɛyɛ dɛn ahyɛ okra afuo ase?,canonical_direct,A,False,Twi,394,Mɛyɛ dɛn ahyɛ okra afuo ase?,Okra Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,394,Mɛyɛ dɛn ahyɛ okra afuo ase?,Okra Farming,A,answer,False,False,tw,True,16.697,15.232,1.0,True,True,False
C4-B-025,B,Direct Twi,tw,54,Onion,Ɛdeɛn na metumi kora thrips ase wɔ m'gyene so?,Ɛdeɛn na metumi kora thrips ase wɔ m'gyene so?,canonical_direct,A,False,Twi,54,Ɛdeɛn na metumi kora thrips ase wɔ m'gyene so?,Onion,1.0,1.0,1.0,A,normalized_exact,False,False,False,54,Ɛdeɛn na metumi kora thrips ase wɔ m'gyene so?,Onion,A,answer,False,False,tw,True,18.915,18.979,1.0,True,True,False
C4-B-026,B,Direct Twi,tw,68,Palm & Coconut,Ɛdeɛn na megye abe aba yie?,Ɛdeɛn na megye abe aba yie?,canonical_direct,A,False,Twi,68,Ɛdeɛn na megye abe aba yie?,Palm & Coconut,1.0,1.0,1.0,A,normalized_exact,False,False,False,68,Ɛdeɛn na megye abe aba yie?,Palm & Coconut,A,answer,False,False,tw,True,18.048,16.2,1.0,True,True,False
C4-B-027,B,Direct Twi,tw,48,Pepper,Ɛdeɛn na meyɛ fie nhwiren adwummakers dawuro fi mako?,Ɛdeɛn na meyɛ fie nhwiren adwummakers dawuro fi mako?,canonical_direct,A,False,Twi,48,Ɛdeɛn na meyɛ fie nhwiren adwummakers dawuro fi mako?,Pepper,1.0,1.0,1.0,A,normalized_exact,False,False,False,48,Ɛdeɛn na meyɛ fie nhwiren adwummakers dawuro fi mako?,Pepper,A,answer,False,False,tw,True,17.622,19.364,1.0,True,True,False
C4-B-028,B,Direct Twi,tw,31,Pest & Disease Control,Ɛdeɛn na metumi de weevils hyɛ ase wɔ m'aduan a maguina mu?,Ɛdeɛn na metumi de weevils hyɛ ase wɔ m'aduan a maguina mu?,canonical_direct,A,False,Twi,31,Ɛdeɛn na metumi de weevils hyɛ ase wɔ m'aduan a maguina mu?,Pest & Disease Control,1.0,1.0,1.0,A,normalized_exact,False,False,False,31,Ɛdeɛn na metumi de weevils hyɛ ase wɔ m'aduan a maguina mu?,Pest & Disease Control,A,answer,False,False,tw,True,33.921,28.419,1.0,True,True,False
C4-B-029,B,Direct Twi,tw,434,Pig Farming,Mɛyɛ dɛn apaw piglets a wɔyɛ ahoɔden?,Mɛyɛ dɛn apaw piglets a wɔyɛ ahoɔden?,canonical_direct,A,False,Twi,434,Mɛyɛ dɛn apaw piglets a wɔyɛ ahoɔden?,Pig Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,434,Mɛyɛ dɛn apaw piglets a wɔyɛ ahoɔden?,Pig Farming,A,answer,False,False,tw,True,21.614,26.836,1.0,True,True,False
C4-B-030,B,Direct Twi,tw,137,Plantain & Banana,Ferefere bɛn na ɛyɛ ɔkorɔ ma borɔdɔ?,Ferefere bɛn na ɛyɛ ɔkorɔ ma borɔdɔ?,canonical_direct,A,False,Twi,137,Ferefere bɛn na ɛyɛ ɔkorɔ ma borɔdɔ?,Plantain & Banana,1.0,1.0,1.0,A,normalized_exact,False,False,False,137,Ferefere bɛn na ɛyɛ ɔkorɔ ma borɔdɔ?,Plantain & Banana,A,answer,False,False,tw,True,24.484,23.461,1.0,True,True,False
C4-B-031,B,Direct Twi,tw,504,Post-Harvest & Food Safety,Adɛn nti na ɛnsɛ sɛ mede nnɔbae a magye no gyaw owia tee mu?,Adɛn nti na ɛnsɛ sɛ mede nnɔbae a magye no gyaw owia tee mu?,canonical_direct,A,False,Twi,504,Adɛn nti na ɛnsɛ sɛ mede nnɔbae a magye no gyaw owia tee mu?,Post-Harvest & Food Safety,1.0,1.0,1.0,A,normalized_exact,False,False,False,504,Adɛn nti na ɛnsɛ sɛ mede nnɔbae a magye no gyaw owia tee mu?,Post-Harvest & Food Safety,A,answer,False,False,tw,True,20.408,23.417,1.0,True,True,False
C4-B-032,B,Direct Twi,tw,3,Poultry Farming,Metumi de mmoa dɔteɛ adi dwuma mmom sen nnuru ferefere?,Metumi de mmoa dɔteɛ adi dwuma mmom sen nnuru ferefere?,canonical_direct,A,False,Twi,3,Metumi de mmoa dɔteɛ adi dwuma mmom sen nnuru ferefere?,Poultry Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,3,Metumi de mmoa dɔteɛ adi dwuma mmom sen nnuru ferefere?,Poultry Farming,A,answer,False,False,tw,True,19.449,17.436,1.0,True,True,False
C4-B-033,B,Direct Twi,tw,444,Rabbit Farming,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,canonical_direct,A,False,Twi,444,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,Rabbit Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,444,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,Rabbit Farming,A,answer,False,False,tw,True,18.562,20.186,1.0,True,True,False
C4-B-034,B,Direct Twi,tw,364,Rice Farming,Mɛyɛ dɛn apaw beae a mɛdua aburow?,Mɛyɛ dɛn apaw beae a mɛdua aburow?,canonical_direct,A,False,Twi,364,Mɛyɛ dɛn apaw beae a mɛdua aburow?,Rice Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,364,Mɛyɛ dɛn apaw beae a mɛdua aburow?,Rice Farming,A,answer,False,False,tw,True,17.426,18.435,1.0,True,True,False
C4-B-035,B,Direct Twi,tw,265,Sheep Rearing,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,canonical_direct,A,False,Twi,265,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Sheep Rearing,1.0,1.0,1.0,A,normalized_exact,False,False,False,265,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Sheep Rearing,A,answer,False,False,tw,True,16.612,19.459,1.0,True,True,False
C4-B-036,B,Direct Twi,tw,464,Snail Farming,Mɛyɛ dɛn apaw beae ama snail kuayɛ?,Mɛyɛ dɛn apaw beae ama snail kuayɛ?,canonical_direct,A,False,Twi,464,Mɛyɛ dɛn apaw beae ama snail kuayɛ?,Snail Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,464,Mɛyɛ dɛn apaw beae ama snail kuayɛ?,Snail Farming,A,answer,False,False,tw,True,25.07,19.528,1.0,True,True,False
C4-B-037,B,Direct Twi,tw,1,Soil & Land Preparation,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,canonical_direct,A,False,Twi,1,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,Soil & Land Preparation,1.0,1.0,1.0,A,normalized_exact,False,False,False,1,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,Soil & Land Preparation,A,answer,False,False,tw,True,21.68,24.947,1.0,True,True,False
C4-B-038,B,Direct Twi,tw,21,Tomato,Metumi adua nnɔbae wɔ ɔpɛ bere mu?,Metumi adua nnɔbae wɔ ɔpɛ bere mu?,canonical_direct,A,False,Twi,21,Metumi adua nnɔbae wɔ ɔpɛ bere mu?,Tomato,1.0,1.0,1.0,A,normalized_exact,False,False,False,21,Metumi adua nnɔbae wɔ ɔpɛ bere mu?,Tomato,A,answer,False,False,tw,True,17.486,18.541,1.0,True,True,False
C4-B-039,B,Direct Twi,tw,414,Watermelon Farming,Mɛyɛ dɛn apaw asase ma watermelon?,Mɛyɛ dɛn apaw asase ma watermelon?,canonical_direct,A,False,Twi,414,Mɛyɛ dɛn apaw asase ma watermelon?,Watermelon Farming,1.0,1.0,1.0,A,normalized_exact,False,False,False,414,Mɛyɛ dɛn apaw asase ma watermelon?,Watermelon Farming,A,answer,False,False,tw,True,16.297,15.913,1.0,True,True,False
C4-B-040,B,Direct Twi,tw,75,Yam,Ɛdeɛn na meguina m'bayerɛ yie?,Ɛdeɛn na meguina m'bayerɛ yie?,canonical_direct,A,False,Twi,75,Ɛdeɛn na meguina m'bayerɛ yie?,Yam,1.0,1.0,1.0,A,normalized_exact,False,False,False,75,Ɛdeɛn na meguina m'bayerɛ yie?,Yam,A,answer,False,False,tw,True,18.56,16.729,1.0,True,True,False
C4-C-001,C,English paraphrase,en,2,Maize,What fertilizer is best for maize?,Which fertilizer works well for corn?,farmer_style_paraphrase,A_or_B_to_A,False,English,2,What fertilizer is best for maize?,Maize,0.560943432,0.826303147,0.826303147,A,strong_similarity,False,False,False,2,What fertilizer is best for maize?,Maize,A,answer,False,False,en,True,15.139,17.274,0.560943432,True,True,False
C4-C-002,C,English paraphrase,en,219,Cassava,How do I select healthy cassava stems for planting?,How do I pick healthy cassava cuttings for planting?,farmer_style_paraphrase,A_or_B_to_A,False,English,219,How do I select healthy cassava stems for planting?,Cassava,0.663964231,0.605881142,0.605881142,A,strong_similarity,False,False,False,219,How do I select healthy cassava stems for planting?,Cassava,A,answer,False,False,en,True,16.953,16.908,0.663964231,True,True,False
C4-C-003,C,English paraphrase,en,245,Onion,How do I grow onions successfully in Ghana?,What is a successful way to grow onion in Ghana?,farmer_style_paraphrase,A_or_B_to_A,False,English,245,How do I grow onions successfully in Ghana?,Onion,0.44781906,0.517313934,0.517313934,B,semantic_suggestion,True,True,True,245,How do I grow onions successfully in Ghana?,Onion,A,answer,False,False,en,True,15.642,36.589,0.44781906,True,True,False
C4-C-004,C,English paraphrase,en,465,Snail Farming,Why does humidity matter in snail farming?,Why is humidity important when rearing snails?,farmer_style_paraphrase,A_or_B_to_A,False,English,465,Why does humidity matter in snail farming?,Snail Farming,0.378870159,0.340680673,0.340680673,B,semantic_suggestion,True,True,True,465,Why does humidity matter in snail farming?,Snail Farming,A,answer,False,False,en,True,17.144,34.852,0.378870159,True,True,False
C4-C-005,C,English paraphrase,en,424,Mushroom Farming,What basic conditions do mushrooms need to grow?,Which basic environment helps mushrooms grow?,farmer_style_paraphrase,A_or_B_to_A,False,English,424,What basic conditions do mushrooms need to grow?,Mushroom Farming,0.513874182,0.577421487,0.577421487,A,strong_similarity,False,False,False,424,What basic conditions do mushrooms need to grow?,Mushroom Farming,A,answer,False,False,en,True,16.835,21.003,0.513874182,True,True,False
C4-C-006,C,English paraphrase,en,474,Beekeeping,What should I consider before starting beekeeping?,What should I consider before keeping bees?,farmer_style_paraphrase,A_or_B_to_A,False,English,474,What should I consider before starting beekeeping?,Beekeeping,0.634228252,0.726004046,0.726004046,A,strong_similarity,False,False,False,474,What should I consider before starting beekeeping?,Beekeeping,A,answer,False,False,en,True,16.763,17.559,0.634228252,True,True,False
C4-C-007,C,English paraphrase,en,61,Irrigation & Water,What is the best irrigation method for a small farm?,Which irrigation method suits a small farm?,farmer_style_paraphrase,A_or_B_to_A,False,English,61,What is the best irrigation method for a small farm?,Irrigation & Water,0.693125452,0.795437717,0.795437717,A,strong_similarity,False,False,False,61,What is the best irrigation method for a small farm?,Irrigation & Water,A,answer,False,False,en,True,18.72,18.695,0.693125452,True,True,False
C4-C-008,C,English paraphrase,en,524,Farm Records & Extension,What farm records should a beginner start with?,Which farm records should a new farmer keep first?,farmer_style_paraphrase,A_or_B_to_A,False,English,101,How should I keep records for my farm?,Soil & Land Preparation,0.433902968,0.76971255,0.76971255,A,semantic_fallback,False,False,False,101,How should I keep records for my farm?,Soil & Land Preparation,A,answer,False,False,en,True,14.821,19.268,0.336122813,False,True,False
C4-C-009,C,English paraphrase,en,444,Rabbit Farming,How do I start a small rabbit farm?,I want to begin a small rabbit enterprise; how do I start?,farmer_style_paraphrase,A_or_B_to_A,False,English,444,How do I start a small rabbit farm?,Rabbit Farming,0.631811372,0.67343131,0.67343131,A,strong_similarity,False,False,False,444,How do I start a small rabbit farm?,Rabbit Farming,A,answer,False,False,en,True,19.731,20.086,0.631811372,True,True,False
C4-C-010,C,English paraphrase,en,265,Sheep Rearing,How do I start sheep farming in Ghana?,How can a farmer begin raising sheep in Ghana?,farmer_style_paraphrase,A_or_B_to_A,False,English,265,How do I start sheep farming in Ghana?,Sheep Rearing,0.356115976,0.49769917,0.49769917,A,semantic_fallback,False,False,False,265,How do I start sheep farming in Ghana?,Sheep Rearing,A,answer,False,False,en,True,19.929,17.978,0.356115976,True,True,False
C4-C-011,C,English paraphrase,en,297,Fish Farming,What water quality should I maintain in a fish pond?,What water condition must I keep in my fish pond?,farmer_style_paraphrase,A_or_B_to_A,False,English,297,What water quality should I maintain in a fish pond?,Fish Farming,0.459870482,0.409893671,0.409893671,B,semantic_suggestion,True,True,True,297,What water quality should I maintain in a fish pond?,Fish Farming,A,answer,False,False,en,True,16.714,36.294,0.459870482,True,True,False
C4-C-012,C,English paraphrase,en,292,Poultry Farming,What housing system is best for layer chickens in Ghana?,Which housing setup is suitable for layer chickens in Ghana?,farmer_style_paraphrase,A_or_B_to_A,False,English,292,What housing system is best for layer chickens in Ghana?,Poultry Farming,0.639759695,0.638982565,0.638982565,A,strong_similarity,False,False,False,292,What housing system is best for layer chickens in Ghana?,Poultry Farming,A,answer,False,False,en,True,17.413,18.306,0.639759695,True,True,False
C4-C-013,C,English paraphrase,en,267,Cattle Rearing,How do I start cattle farming in Ghana?,I want to go into cattle rearing in Ghana; where do I begin?,farmer_style_paraphrase,A_or_B_to_A,False,English,267,How do I start cattle farming in Ghana?,Cattle Rearing,0.36164208,0.480154959,0.480154959,A,semantic_fallback,False,False,False,267,How do I start cattle farming in Ghana?,Cattle Rearing,A,answer,False,False,en,True,18.947,19.476,0.36164208,True,True,False
C4-C-014,C,English paraphrase,en,237,Tomato,How can I grow tomatoes successfully in Ghana for high yield?,How can I successfully produce plenty of tomatoes in Ghana?,farmer_style_paraphrase,A_or_B_to_A,False,English,237,How can I grow tomatoes successfully in Ghana for high yield?,Tomato,0.460806551,0.470066815,0.470066815,B,semantic_suggestion,True,True,False,,,,D,knowledge_gap,True,False,en,True,17.456,18.541,0.460806551,False,False,False
C4-C-015,C,English paraphrase,en,1,Soil & Land Preparation,What are the signs of good farming soil?,How can I tell whether soil is good for farming?,farmer_style_paraphrase,A_or_B_to_A,False,English,1,What are the signs of good farming soil?,Soil & Land Preparation,0.245620403,0.570464729,0.570464729,A,semantic_fallback,False,False,False,1,What are the signs of good farming soil?,Soil & Land Preparation,A,answer,False,False,en,True,20.585,17.905,0.245620403,True,True,False
C4-C-016,C,English paraphrase,en,73,Maize,How can I store maize to prevent aflatoxin?,How should I keep maize after harvest to avoid aflatoxin?,farmer_style_paraphrase,A_or_B_to_A,False,English,73,How can I store maize to prevent aflatoxin?,Maize,0.388069991,0.61462093,0.61462093,A,semantic_fallback,False,False,False,73,How can I store maize to prevent aflatoxin?,Maize,A,answer,False,False,en,True,16.576,18.46,0.388069991,True,True,False
C4-C-017,C,English paraphrase,en,322,Maize,How can I scout my maize field for pests?,How do I check my corn field for pest attacks?,farmer_style_paraphrase,A_or_B_to_A,False,English,322,How can I scout my maize field for pests?,Maize,0.493896364,0.799905487,0.799905487,A,semantic_fallback,False,False,False,322,How can I scout my maize field for pests?,Maize,A,answer,False,False,en,True,18.828,20.691,0.493896364,True,True,False
C4-C-018,C,English paraphrase,en,375,Cocoa Farming,How can I improve survival of cocoa seedlings after planting?,How can more cocoa seedlings survive after I plant them?,farmer_style_paraphrase,A_or_B_to_A,False,English,375,How can I improve survival of cocoa seedlings after planting?,Cocoa Farming,0.549982672,0.663313307,0.663313307,A,strong_similarity,False,False,False,375,How can I improve survival of cocoa seedlings after planting?,Cocoa Farming,A,answer,False,False,en,True,20.133,20.676,0.549982672,True,True,False
C4-C-019,C,English paraphrase,en,447,Rabbit Farming,What should I feed growing rabbits?,What food should I give rabbits that are still growing?,farmer_style_paraphrase,A_or_B_to_A,False,English,447,What should I feed growing rabbits?,Rabbit Farming,0.424212911,0.720183762,0.720183762,A,semantic_fallback,False,False,False,447,What should I feed growing rabbits?,Rabbit Farming,A,answer,False,False,en,True,25.467,19.21,0.424212911,True,True,False
C4-C-020,C,English paraphrase,en,563,Cattle Rearing,Why should cattle have access to shade and clean water?,Why do cows need clean water and a shaded place?,farmer_style_paraphrase,A_or_B_to_A,False,English,563,Why should cattle have access to shade and clean water?,Cattle Rearing,0.353192287,0.457206014,0.457206014,A,semantic_fallback,False,False,False,563,Why should cattle have access to shade and clean water?,Cattle Rearing,A,answer,False,False,en,True,20.192,23.676,0.353192287,True,True,False
C4-D-001,D,Twi variation,tw,2,Maize,Ferefere bɛn na ɛyɛ papa ma aburo?,"Mesrɛ wo, Ferefere bɛn na ɛyɛ papa ma aburo?",conservative_twi_variation,A_or_B_to_A,True,Twi,2,Ferefere bɛn na ɛyɛ papa ma aburo?,Maize,0.93795853,0.978555332,0.978555332,A,strong_similarity,False,False,False,2,Ferefere bɛn na ɛyɛ papa ma aburo?,Maize,A,answer,False,False,tw,True,18.306,19.211,0.93795853,True,True,False
C4-D-002,D,Twi variation,tw,219,Cassava,Dɛn na menyɛ sɛ mepick bankye abɔ pa sɛ mede to mu?,Dɛn na menyɛ sɛ mepick bankye abɔ pa sɛ mede to mu? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,219,Dɛn na menyɛ sɛ mepick bankye abɔ pa sɛ mede to mu?,Cassava,0.946299832,0.949695926,0.949695926,A,strong_similarity,False,False,False,219,Dɛn na menyɛ sɛ mepick bankye abɔ pa sɛ mede to mu?,Cassava,A,answer,False,False,tw,True,19.971,22.193,0.946299832,True,True,False
C4-D-003,D,Twi variation,tw,245,Onion,Dɛn na menyɛ sɛ meto abɔnkɔ wɔ Ghana?,"Mesrɛ wo, Dɛn na menyɛ sɛ meto abɔnkɔ wɔ Ghana?",conservative_twi_variation,A_or_B_to_A,True,Twi,245,Dɛn na menyɛ sɛ meto abɔnkɔ wɔ Ghana?,Onion,0.927205311,0.93619148,0.93619148,A,strong_similarity,False,False,False,245,Dɛn na menyɛ sɛ meto abɔnkɔ wɔ Ghana?,Onion,A,answer,False,False,tw,True,20.355,17.52,0.927205311,True,True,False
C4-D-004,D,Twi variation,tw,465,Snail Farming,Adɛn nti na humidity ho hia wɔ snail kuayɛ mu?,Adɛn nti na humidity ho hia wɔ snail kuayɛ mu? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,465,Adɛn nti na humidity ho hia wɔ snail kuayɛ mu?,Snail Farming,0.949239483,0.952510008,0.952510008,A,strong_similarity,False,False,False,465,Adɛn nti na humidity ho hia wɔ snail kuayɛ mu?,Snail Farming,A,answer,False,False,tw,True,15.611,16.289,0.949239483,True,True,False
C4-D-005,D,Twi variation,tw,424,Mushroom Farming,Tebea bɛn na ɛsɛ sɛ mushrooms nya na wɔnyin?,"Mesrɛ wo, Tebea bɛn na ɛsɛ sɛ mushrooms nya na wɔnyin?",conservative_twi_variation,A_or_B_to_A,True,Twi,424,Tebea bɛn na ɛsɛ sɛ mushrooms nya na wɔnyin?,Mushroom Farming,0.957768853,0.957593528,0.957593528,A,strong_similarity,False,False,False,424,Tebea bɛn na ɛsɛ sɛ mushrooms nya na wɔnyin?,Mushroom Farming,A,answer,False,False,tw,True,18.225,16.023,0.957768853,True,True,False
C4-D-006,D,Twi variation,tw,474,Beekeeping,Dɛn na ɛsɛ sɛ misusuw ho ansa na mahyɛ nkyene yɛ kuayɛ ase?,Dɛn na ɛsɛ sɛ misusuw ho ansa na mahyɛ nkyene yɛ kuayɛ ase? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,474,Dɛn na ɛsɛ sɛ misusuw ho ansa na mahyɛ nkyene yɛ kuayɛ ase?,Beekeeping,0.9596149,0.959136985,0.959136985,A,strong_similarity,False,False,False,474,Dɛn na ɛsɛ sɛ misusuw ho ansa na mahyɛ nkyene yɛ kuayɛ ase?,Beekeeping,A,answer,False,False,tw,True,17.08,18.359,0.9596149,True,True,False
C4-D-007,D,Twi variation,tw,61,Irrigation & Water,Nsuo to anammɔn bɛn na ɛyɛ ɔkorɔ wɔ afuo ketewa mu?,"Mesrɛ wo, Nsuo to anammɔn bɛn na ɛyɛ ɔkorɔ wɔ afuo ketewa mu?",conservative_twi_variation,A_or_B_to_A,True,Twi,61,Nsuo to anammɔn bɛn na ɛyɛ ɔkorɔ wɔ afuo ketewa mu?,Irrigation & Water,0.956508329,0.970264603,0.970264603,A,strong_similarity,False,False,False,61,Nsuo to anammɔn bɛn na ɛyɛ ɔkorɔ wɔ afuo ketewa mu?,Irrigation & Water,A,answer,False,False,tw,True,17.58,16.409,0.956508329,True,True,False
C4-D-008,D,Twi variation,tw,524,Farm Records & Extension,Farm records bɛn na beginner okuafoɔ ɛsɛ sɛ ofi ase de?,Farm records bɛn na beginner okuafoɔ ɛsɛ sɛ ofi ase de? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,524,Farm records bɛn na beginner okuafoɔ ɛsɛ sɛ ofi ase de?,Farm Records & Extension,0.966166261,0.963765947,0.963765947,A,strong_similarity,False,False,False,524,Farm records bɛn na beginner okuafoɔ ɛsɛ sɛ ofi ase de?,Farm Records & Extension,A,answer,False,False,tw,True,17.684,17.639,0.966166261,True,True,False
C4-D-009,D,Twi variation,tw,444,Rabbit Farming,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,"Mesrɛ wo, Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?",conservative_twi_variation,A_or_B_to_A,True,Twi,444,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,Rabbit Farming,0.944638578,0.963257944,0.963257944,A,strong_similarity,False,False,False,444,Mɛyɛ dɛn ahyɛ rabbit kuayɛ ketewa ase?,Rabbit Farming,A,answer,False,False,tw,True,15.778,16.468,0.944638578,True,True,False
C4-D-010,D,Twi variation,tw,265,Sheep Rearing,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,265,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Sheep Rearing,0.929873075,0.935965814,0.935965814,A,strong_similarity,False,False,False,265,Dɛn na menyɛ sɛ mefi ase oguan adwuma wɔ Ghana?,Sheep Rearing,A,answer,False,False,tw,True,18.563,19.741,0.929873075,True,True,False
C4-D-011,D,Twi variation,tw,297,Fish Farming,Dɛn na menyɛ sɛ nsuo pa wɔ me apataa pond mu?,"Mesrɛ wo, Dɛn na menyɛ sɛ nsuo pa wɔ me apataa pond mu?",conservative_twi_variation,A_or_B_to_A,True,Twi,297,Dɛn na menyɛ sɛ nsuo pa wɔ me apataa pond mu?,Fish Farming,0.941287711,0.97262559,0.97262559,A,strong_similarity,False,False,False,297,Dɛn na menyɛ sɛ nsuo pa wɔ me apataa pond mu?,Fish Farming,A,answer,False,False,tw,True,19.278,17.209,0.941287711,True,True,False
C4-D-012,D,Twi variation,tw,292,Poultry Farming,Housing nhyiamu bɛn na ɛhia pa ara ma layers wɔ Ghana?,Housing nhyiamu bɛn na ɛhia pa ara ma layers wɔ Ghana? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,292,Housing nhyiamu bɛn na ɛhia pa ara ma layers wɔ Ghana?,Poultry Farming,0.959832482,0.959361138,0.959361138,A,strong_similarity,False,False,False,292,Housing nhyiamu bɛn na ɛhia pa ara ma layers wɔ Ghana?,Poultry Farming,A,answer,False,False,tw,True,21.814,20.95,0.959832482,True,True,False
C4-D-013,D,Twi variation,tw,267,Cattle Rearing,Dɛn na menyɛ sɛ mefi ase nnwan adwuma wɔ Ghana?,"Mesrɛ wo, Dɛn na menyɛ sɛ mefi ase nnwan adwuma wɔ Ghana?",conservative_twi_variation,A_or_B_to_A,True,Twi,267,Dɛn na menyɛ sɛ mefi ase nnwan adwuma wɔ Ghana?,Cattle Rearing,0.936242624,0.956398099,0.956398099,A,strong_similarity,False,False,False,267,Dɛn na menyɛ sɛ mefi ase nnwan adwuma wɔ Ghana?,Cattle Rearing,A,answer,False,False,tw,True,17.533,17.397,0.936242624,True,True,False
C4-D-014,D,Twi variation,tw,237,Tomato,Dɛn na menyɛ sɛ meto tomatoes yie wɔ Ghana sɛ nnoa pii aba?,Dɛn na menyɛ sɛ meto tomatoes yie wɔ Ghana sɛ nnoa pii aba? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,237,Dɛn na menyɛ sɛ meto tomatoes yie wɔ Ghana sɛ nnoa pii aba?,Tomato,0.95649318,0.964190068,0.964190068,A,strong_similarity,False,False,False,237,Dɛn na menyɛ sɛ meto tomatoes yie wɔ Ghana sɛ nnoa pii aba?,Tomato,A,answer,False,False,tw,True,18.393,21.192,0.95649318,True,True,False
C4-D-015,D,Twi variation,tw,1,Soil & Land Preparation,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,"Mesrɛ wo, Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?",conservative_twi_variation,A_or_B_to_A,True,Twi,1,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,Soil & Land Preparation,0.956263022,0.982824093,0.982824093,A,strong_similarity,False,False,False,1,Ɛdeɛn na ɛkyerɛ sɛ m'asase yɛ yɛ papa ma okuafo adwuma?,Soil & Land Preparation,A,answer,False,False,tw,True,20.172,18.959,0.956263022,True,True,False
C4-D-016,D,Twi variation,tw,73,Maize,Ɛdeɛn na meguina m'aburow na aflatoxin dze nka ho?,Ɛdeɛn na meguina m'aburow na aflatoxin dze nka ho? Mesrɛ wo.,conservative_twi_variation,A_or_B_to_A,True,Twi,73,Ɛdeɛn na meguina m'aburow na aflatoxin dze nka ho?,Maize,0.957905076,0.941179592,0.941179592,A,strong_similarity,False,False,False,73,Ɛdeɛn na meguina m'aburow na aflatoxin dze nka ho?,Maize,A,answer,False,False,tw,True,19.38,15.667,0.957905076,True,True,False
